Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Customer_Tenure,Total_Spend,Family_Size,Total_Campaigns_Accepted,Age
Graduation,Single,71022.0,30,3,5,2,11,8,0,0,138,1453,2,1,36
Master,Single,90247.0,27,1,3,4,7,1,0,1,61,1621,1,3,26
Master,Single,41335.0,24,3,4,1,4,7,0,0,185,187,2,0,46
Graduation,Partnered,71952.0,93,2,8,4,8,4,0,0,535,1443,2,2,28
PhD,Single,35682.0,34,1,1,1,3,2,0,0,2,57,2,0,44
Graduation,Single,43185.0,88,2,9,3,6,8,0,0,445,637,2,0,63
PhD,Partnered,66375.0,96,3,2,4,5,7,0,0,220,948,2,1,66
Master,Partnered,35178.0,10,1,1,1,2,7,0,1,535,59,2,1,43
Graduation,Partnered,25252.0,26,1,1,0,2,8,0,0,352,18,2,0,28
Master,Single,55250.0,49,4,7,5,10,5,0,0,616,903,2,0,49
Graduation,Single,33249.0,11,2,2,1,3,6,0,0,494,112,2,0,39
Graduation,Partnered,58398.0,44,3,5,4,8,4,0,0,411,596,1,0,61
Graduation,Partnered,50272.0,75,3,4,1,5,7,0,0,326,233,2,0,32
PhD,Partnered,76618.0,64,1,3,2,5,1,0,0,569,1511,1,0,39
2n Cycle,Single,87305.0,19,1,5,3,8,2,0,1,644,1152,1,1,54
Graduation,Partnered,25851.0,45,2,2,0,3,7,0,0,503,48,2,0,36
Graduation,Single,58710.0,77,6,11,5,9,6,0,0,455,1185,2,0,44
Graduation,Single,45160.0,9,1,1,0,2,7,0,0,92,21,3,0,56
Master,Partnered,74806.0,1,2,5,4,5,4,0,0,557,965,2,0,49
Graduation,Partnered,59111.0,90,1,11,1,8,7,0,0,423,869,1,0,60
PhD,Partnered,18988.0,43,2,1,0,3,7,0,0,37,16,2,0,30
Graduation,Partnered,72190.0,79,1,5,6,4,3,0,0,501,1947,1,0,49
Graduation,Partnered,7500.0,19,5,4,1,2,9,0,1,697,71,2,1,38
Graduation,Partnered,44794.0,99,1,2,0,3,6,0,0,21,65,2,0,48
Graduation,Partnered,80395.0,62,1,6,5,12,2,0,0,218,1380,1,1,59
Master,Single,75012.0,41,1,3,8,11,1,0,0,155,1027,1,0,38
Master,Partnered,56962.0,60,7,6,3,5,7,0,0,261,411,4,0,49
Graduation,Partnered,89891.0,17,1,11,6,8,4,0,0,440,836,1,1,23
PhD,Single,35946.0,24,1,0,0,3,5,0,0,275,11,3,0,65
PhD,Partnered,53593.0,60,8,7,2,6,8,0,0,691,480,3,0,61
Graduation,Partnered,66373.0,57,7,4,2,10,3,0,0,382,606,3,0,36
PhD,Single,45072.0,74,5,6,1,4,8,0,0,256,284,4,0,66
Graduation,Single,89694.0,22,3,4,3,4,5,0,0,263,1472,3,3,41
Graduation,Partnered,72025.0,46,1,4,8,13,2,0,1,61,1677,1,3,65
Graduation,Partnered,67432.0,69,2,8,5,4,4,0,0,457,1335,2,0,41
Master,Partnered,70545.0,29,1,4,1,7,2,0,0,26,334,2,0,62
Basic,Partnered,17487.0,37,1,1,0,2,7,0,0,468,18,2,0,25
Graduation,Partnered,62882.0,26,2,7,5,6,4,0,0,689,1338,2,0,45
PhD,Single,64108.0,8,4,6,9,11,5,0,0,463,1099,2,0,61
Master,Partnered,34941.0,26,2,3,0,3,8,0,0,480,97,3,0,58
PhD,Single,48767.0,79,3,2,1,3,5,0,0,179,63,4,0,64
2n Cycle,Partnered,38702.0,71,2,3,0,4,6,0,0,332,109,2,0,36
Graduation,Partnered,82224.0,83,1,6,9,5,3,0,0,155,902,1,1,50
Graduation,Partnered,83844.0,57,1,4,4,11,1,0,0,413,1574,1,1,62
2n Cycle,Partnered,17003.0,37,3,2,0,4,5,0,0,202,38,2,0,39
Graduation,Single,71163.0,30,1,3,8,12,1,0,0,112,960,1,0,19
Graduation,Single,33697.0,34,1,1,0,2,7,0,0,287,28,2,1,44
2n Cycle,Partnered,63564.0,0,1,10,10,7,6,0,1,151,1215,1,1,60
PhD,Partnered,83443.0,89,1,6,10,5,2,0,0,180,1497,1,0,42
PhD,Partnered,51518.0,92,2,3,2,10,3,0,0,269,449,2,0,56
Graduation,Single,58330.0,87,1,6,4,13,4,0,0,186,1064,2,0,39
Graduation,Partnered,80952.0,20,1,8,5,11,8,0,1,486,1757,1,3,45
Graduation,Partnered,75507.0,56,1,8,6,6,3,0,0,58,1440,1,0,35
2n Cycle,Partnered,63855.0,28,1,7,3,13,4,0,0,505,1006,1,0,36
PhD,Partnered,62220.0,55,5,7,6,5,6,0,1,687,1226,2,0,42
Graduation,Partnered,58512.0,25,5,3,4,8,8,0,0,283,1171,2,0,50
Master,Partnered,40662.0,0,2,2,1,3,4,0,0,471,92,2,0,35
PhD,Partnered,38829.0,86,1,3,2,2,5,0,0,84,99,2,0,55
2n Cycle,Partnered,35523.0,8,2,3,0,3,7,0,0,269,66,2,0,33
Graduation,Single,79146.0,33,2,8,1,8,6,0,0,66,564,3,0,47
Master,Partnered,78285.0,13,1,6,4,10,3,0,0,244,1427,1,0,26
PhD,Single,31626.0,12,1,2,1,2,7,0,1,415,86,2,1,36
Graduation,Single,75127.0,92,1,2,11,5,1,0,0,38,833,1,0,62
Graduation,Partnered,48726.0,90,3,3,2,4,6,0,0,428,242,2,0,59
Graduation,Partnered,74985.0,8,1,3,6,7,2,0,0,656,1869,1,0,37
Graduation,Partnered,67430.0,6,1,11,5,12,6,0,0,662,1364,1,0,27
2n Cycle,Partnered,46891.0,91,1,2,1,4,4,0,0,301,183,2,0,49
Master,Partnered,62058.0,52,4,6,1,7,6,0,0,399,450,2,0,58
Graduation,Partnered,72063.0,3,2,5,2,12,2,0,0,361,758,2,0,35
PhD,Partnered,78939.0,57,1,8,5,6,3,0,0,199,1507,1,0,63
Graduation,Single,42720.0,9,8,7,3,7,8,0,1,431,654,3,0,49
Graduation,Partnered,33622.0,22,3,2,0,4,7,0,0,442,81,3,0,42
PhD,Partnered,6835.0,76,0,0,0,1,20,0,0,568,137,2,0,57
Graduation,Partnered,41452.0,86,1,1,0,2,7,0,0,480,16,3,0,61
PhD,Single,40760.0,64,2,2,1,3,6,0,0,303,93,2,0,49
PhD,Partnered,74250.0,90,1,2,11,4,1,0,0,154,1158,1,0,56
Master,Single,51124.0,79,2,1,0,3,3,0,0,193,43,3,0,59
Graduation,Single,72258.0,28,2,6,9,5,2,0,0,290,1525,2,0,43
PhD,Single,71466.0,86,1,4,4,10,1,0,0,85,1230,1,0,40
Graduation,Partnered,36283.0,42,2,1,0,3,4,0,0,76,29,3,0,38
Graduation,Single,20587.0,39,1,1,1,2,7,0,0,49,25,2,0,44
Graduation,Partnered,30467.0,8,1,1,0,2,7,0,0,102,24,2,0,42
Graduation,Partnered,31590.0,40,1,1,0,3,8,0,0,376,38,2,0,42
Basic,Partnered,20425.0,5,2,2,0,3,7,0,0,608,57,2,0,28
Master,Partnered,17144.0,96,5,3,0,4,7,0,0,134,47,3,0,54
PhD,Single,42564.0,28,6,6,8,4,7,0,1,543,813,2,1,46
Master,Partnered,43783.0,22,6,7,1,8,7,0,0,31,629,2,1,36
Graduation,Single,40780.0,30,4,7,1,5,9,0,0,659,377,2,0,38
Master,Partnered,62847.0,45,1,3,6,4,2,0,0,530,1612,1,0,69
PhD,Partnered,82017.0,58,1,5,4,7,2,0,1,599,729,1,3,57
Graduation,Single,16813.0,49,1,2,0,3,7,0,0,345,50,1,1,64
Graduation,Partnered,51267.0,37,4,3,3,5,4,0,0,243,270,3,0,36
Graduation,Single,46524.0,70,2,1,1,5,3,0,0,450,177,2,0,53
Master,Single,45183.0,33,1,4,1,7,7,0,0,525,315,1,1,52
PhD,Partnered,70421.0,98,3,10,3,7,6,0,0,1,767,2,0,60
2n Cycle,Single,60161.0,17,3,11,4,8,8,0,0,614,1071,2,0,49
Graduation,Partnered,73926.0,54,1,6,5,12,3,0,0,484,1580,1,0,41
Graduation,Partnered,19329.0,39,3,4,0,3,8,0,0,197,60,2,0,46
Master,Partnered,61872.0,81,4,4,4,9,4,0,0,198,573,2,0,44
Graduation,Single,46984.0,71,1,1,0,3,5,0,0,460,41,3,0,58
Graduation,Partnered,34838.0,62,3,2,1,4,6,0,0,526,170,3,0,63
PhD,Single,82716.0,8,1,6,8,13,2,0,0,236,1167,1,0,70
Graduation,Partnered,48192.0,76,3,2,8,12,8,0,1,449,1526,1,3,56
Master,Partnered,49681.0,66,6,7,1,7,7,0,0,237,458,3,0,38
Master,Partnered,56850.0,83,1,1,1,3,2,0,0,98,63,2,0,43
Graduation,Partnered,55267.0,28,4,3,4,6,3,0,0,251,405,2,0,57
Graduation,Partnered,59666.0,87,7,3,2,8,8,0,0,464,1027,3,1,42
Graduation,Single,72504.0,43,2,5,9,6,2,0,0,449,1478,2,0,42
Graduation,Partnered,26872.0,0,1,1,1,2,6,0,0,256,72,1,0,33
Graduation,Single,21359.0,1,2,2,0,3,8,0,1,435,48,2,0,42
Graduation,Single,73170.0,1,1,5,4,6,2,0,0,29,726,1,0,39
Master,Partnered,52750.0,72,6,5,7,9,4,0,0,510,860,2,0,59
PhD,Partnered,91820.0,72,0,5,5,12,1,0,0,218,1497,1,0,28
PhD,Partnered,65968.0,12,2,5,4,7,3,0,0,48,495,2,0,44
Graduation,Partnered,30772.0,89,1,1,0,2,6,0,0,109,20,3,0,38
Graduation,Single,22507.0,67,3,10,2,4,9,0,0,582,570,1,0,60
Graduation,Partnered,65685.0,54,1,9,2,9,5,0,0,92,769,2,0,42
2n Cycle,Partnered,25804.0,34,2,2,0,3,8,0,0,301,55,2,0,36
PhD,Single,76412.0,15,1,5,4,8,3,0,1,420,1808,1,2,34
Graduation,Partnered,22063.0,43,2,2,0,3,7,0,0,325,55,2,0,42
Graduation,Single,57091.0,0,1,7,3,7,5,0,1,14,577,1,1,53
Graduation,Partnered,22419.0,74,1,3,2,2,8,0,0,437,162,1,0,51
Graduation,Partnered,87771.0,61,1,5,10,4,6,0,1,403,1957,2,4,55
2n Cycle,Single,78353.0,51,1,10,2,11,8,0,0,439,1576,2,0,55
Graduation,Partnered,93404.0,97,3,3,4,7,5,0,0,418,1616,4,2,60
Graduation,Single,37859.0,75,2,1,0,3,8,0,0,533,36,4,0,52
PhD,Single,80995.0,83,1,8,9,4,4,0,0,414,1482,2,0,56
Graduation,Partnered,16529.0,23,1,1,0,3,6,0,0,120,22,2,0,30
PhD,Single,55412.0,65,1,2,0,3,5,0,0,219,63,3,0,38
Graduation,Single,48789.0,94,1,6,4,7,6,0,0,657,680,1,0,22
PhD,Partnered,56575.0,42,3,7,3,7,5,0,0,420,542,3,0,47
2n Cycle,Partnered,25130.0,10,2,2,0,3,7,0,0,270,50,2,0,34
Graduation,Partnered,35441.0,94,2,1,0,3,8,0,0,500,39,3,0,47
Graduation,Partnered,71391.0,50,5,6,5,12,3,0,0,457,1043,2,0,58
Master,Single,49494.0,46,2,6,1,5,7,0,0,430,385,2,0,42
Graduation,Single,81702.0,98,1,7,7,12,3,0,0,644,1633,1,0,34
2n Cycle,Single,45889.0,42,1,1,0,3,6,0,0,362,46,2,0,34
Graduation,Single,56628.0,30,2,7,6,5,5,0,0,100,761,2,1,37
Graduation,Partnered,34026.0,11,3,2,1,3,5,0,0,328,76,3,0,64
Graduation,Partnered,40049.0,61,3,3,2,6,5,0,0,577,290,2,0,40
Graduation,Single,34176.0,12,4,3,0,4,6,0,0,48,89,2,0,26
Graduation,Partnered,19419.0,76,4,4,0,3,9,0,0,596,70,2,0,33
2n Cycle,Partnered,82504.0,2,1,3,6,7,1,0,0,337,1066,1,0,54
Graduation,Partnered,81205.0,43,1,5,6,7,2,0,1,167,2009,1,3,44
2n Cycle,Single,61618.0,27,2,3,6,8,3,0,0,638,1345,1,0,23
Master,Single,55284.0,60,3,7,5,8,5,0,0,552,764,2,0,58
Graduation,Single,49980.0,79,2,3,1,5,5,0,0,249,195,2,0,51
Graduation,Partnered,15072.0,96,4,3,1,3,5,0,0,415,53,3,0,34
Graduation,Single,49166.0,17,2,5,3,3,6,0,0,381,368,2,0,40
PhD,Partnered,65324.0,0,3,6,2,9,4,0,0,169,544,2,0,60
2n Cycle,Partnered,82347.0,38,1,7,7,10,3,0,0,600,1853,1,2,57
PhD,Partnered,30843.0,43,2,1,1,2,5,0,0,34,35,3,1,48
PhD,Partnered,46374.0,1,3,7,1,7,8,0,1,104,446,2,2,40
Graduation,Single,60474.0,25,7,10,2,12,7,0,0,454,1180,2,0,35
Master,Partnered,38576.0,2,1,1,0,3,7,0,0,117,41,2,0,41
Graduation,Partnered,55357.0,66,3,6,2,11,5,0,0,495,727,3,0,29
Graduation,Partnered,37758.0,49,2,1,0,3,8,0,0,633,40,3,0,48
2n Cycle,Partnered,85710.0,5,1,6,9,10,2,0,0,420,1062,1,1,25
Graduation,Partnered,23228.0,71,2,2,0,3,8,0,0,154,40,2,0,45
Master,Partnered,44602.0,35,6,6,1,4,8,0,0,134,292,3,0,45
Graduation,Partnered,7500.0,94,1,0,0,3,6,0,0,536,15,1,0,27
2n Cycle,Partnered,38683.0,80,6,4,1,6,7,0,0,633,341,2,0,25
2n Cycle,Single,49514.0,61,2,6,1,4,7,0,0,194,369,2,0,39
PhD,Partnered,57906.0,29,3,4,2,8,4,0,0,383,401,2,0,41
Master,Single,43456.0,0,3,5,1,8,5,0,0,460,393,2,0,48
Master,Single,19485.0,80,1,1,0,2,7,0,0,278,10,3,0,28
Graduation,Partnered,53172.0,54,3,2,3,8,3,0,0,419,486,2,0,36
Graduation,Partnered,30545.0,71,2,2,0,3,7,0,0,620,69,2,0,35
PhD,Partnered,70123.0,27,1,5,7,4,3,0,0,274,1727,1,2,31
Graduation,Single,62450.0,61,2,5,5,4,3,0,0,174,995,2,1,55
Graduation,Partnered,21675.0,55,3,4,0,3,7,0,0,18,45,2,0,38
2n Cycle,Single,42395.0,35,4,3,1,4,7,0,0,86,182,3,0,33
Master,Partnered,61346.0,34,1,5,7,10,3,0,0,266,989,2,0,36
Graduation,Partnered,80812.0,95,1,4,8,5,2,0,0,285,1677,1,3,61
Master,Single,42835.0,64,7,6,6,4,6,0,0,364,595,3,0,43
Graduation,Partnered,39922.0,30,2,3,0,4,8,0,0,500,156,2,0,31
Master,Single,86424.0,12,1,6,9,12,1,0,0,85,1226,1,0,58
2n Cycle,Partnered,17117.0,96,4,3,1,3,9,0,0,528,128,2,0,36
Graduation,Single,24762.0,16,3,3,1,2,8,0,1,139,86,2,1,42
Graduation,Partnered,35797.0,16,2,2,0,3,8,0,0,621,68,2,0,39
Graduation,Single,36627.0,78,1,0,0,3,5,0,0,341,16,3,0,39
2n Cycle,Partnered,51111.0,83,2,2,0,3,6,0,0,10,55,3,0,33
PhD,Single,86857.0,96,1,5,6,10,2,0,1,655,2114,1,0,42
PhD,Partnered,82072.0,67,1,3,2,13,1,0,0,362,2018,1,0,44
PhD,Single,46231.0,87,4,6,1,4,9,0,0,580,263,4,0,61
Graduation,Partnered,42243.0,34,2,2,0,3,7,0,0,200,55,3,0,55
Graduation,Partnered,51195.0,46,8,9,2,5,8,0,0,454,564,3,0,52
Master,Single,68092.0,7,2,2,6,10,5,0,0,195,1281,1,0,36
Graduation,Partnered,31814.0,73,2,2,0,3,9,0,0,505,83,2,1,41
Master,Single,51390.0,54,6,5,2,5,5,0,0,659,353,3,0,49
Graduation,Partnered,76630.0,93,1,3,10,11,1,0,0,166,1003,1,0,31
Basic,Single,26868.0,52,1,1,0,2,7,0,0,60,14,2,0,23
PhD,Single,48948.0,53,2,7,10,5,6,0,1,513,902,1,1,71
PhD,Single,55260.0,81,2,8,10,5,6,0,0,564,1139,2,0,42
Graduation,Partnered,64090.0,8,1,6,9,4,5,0,1,326,797,2,0,58
Graduation,Single,78331.0,97,2,10,6,7,4,0,0,157,1638,2,0,56
PhD,Partnered,37087.0,50,3,4,2,8,6,0,0,322,401,2,0,40
Graduation,Single,21846.0,38,4,4,0,3,8,0,0,250,84,2,0,28
Graduation,Partnered,81320.0,61,1,4,3,10,2,0,0,508,928,1,0,56
Graduation,Single,54137.0,46,2,4,1,4,6,0,0,317,203,2,0,44
Graduation,Partnered,66825.0,73,1,4,5,6,2,0,0,350,858,1,0,47
Graduation,Partnered,57100.0,19,1,3,3,6,3,0,0,207,409,1,0,41
Graduation,Partnered,58917.0,10,5,4,1,6,5,0,0,462,282,4,0,45
Graduation,Single,85072.0,94,1,3,4,10,0,0,0,81,1423,1,0,37
Graduation,Single,86429.0,10,0,7,4,7,2,0,1,220,1449,1,1,53
Graduation,Single,45684.0,37,1,1,0,2,7,0,0,209,28,2,0,43
Graduation,Partnered,47889.0,94,1,2,0,3,5,0,0,176,67,2,0,40
PhD,Partnered,45921.0,23,1,2,1,6,4,0,0,111,199,1,0,28
PhD,Single,78420.0,75,1,3,10,8,1,0,0,365,1453,1,0,48
Graduation,Partnered,75114.0,40,1,3,10,5,2,0,0,234,1253,1,0,22
PhD,Single,52278.0,24,6,10,5,10,8,0,1,520,1198,2,0,51
Master,Partnered,35641.0,11,2,3,1,4,7,0,1,350,178,2,0,42
Graduation,Single,95529.0,29,1,7,3,7,3,0,1,573,1990,1,1,20
Graduation,Partnered,62820.0,51,1,3,4,6,1,0,0,414,976,1,0,60
Master,Partnered,73113.0,86,1,3,4,7,2,0,0,185,1001,1,0,54
PhD,Partnered,84169.0,9,1,7,6,6,3,0,1,326,1919,1,2,32
2n Cycle,Single,42607.0,30,2,3,2,7,3,0,0,224,350,2,0,60
PhD,Single,74637.0,73,1,6,9,9,3,0,0,407,1650,1,1,60
PhD,Partnered,46015.0,25,1,1,0,3,7,0,0,77,46,3,2,59
Graduation,Single,72354.0,67,1,2,10,6,1,0,0,438,1228,1,0,21
Master,Single,39858.0,67,1,2,0,4,6,0,1,521,95,2,0,45
PhD,Partnered,34469.0,58,3,1,1,4,4,0,0,56,62,3,0,66
Graduation,Partnered,83033.0,82,1,11,4,10,5,0,0,42,1761,2,1,28
Master,Partnered,24401.0,98,3,6,1,6,8,0,0,667,467,1,0,35
Graduation,Partnered,77583.0,93,1,4,5,9,2,0,0,139,1149,1,1,36
2n Cycle,Single,74116.0,53,1,4,4,10,2,0,0,181,2052,1,1,32
Graduation,Single,74293.0,66,1,5,4,6,2,0,0,56,1127,1,0,21
PhD,Partnered,68397.0,6,1,6,9,5,3,0,0,224,1416,2,0,38
PhD,Partnered,79632.0,42,1,6,4,9,2,0,0,82,1113,1,0,40
Graduation,Single,46107.0,78,1,1,1,4,3,0,0,139,125,2,0,25
PhD,Single,64950.0,29,2,11,2,10,7,0,0,686,966,2,1,63
Basic,Partnered,25443.0,82,1,1,0,3,8,0,0,554,32,2,0,25
Graduation,Single,75127.0,92,1,2,11,5,1,0,0,38,833,1,0,62
PhD,Partnered,32892.0,78,2,3,0,3,8,0,0,35,46,2,0,43
Graduation,Partnered,71796.0,54,1,9,3,4,4,0,0,248,960,1,0,43
PhD,Partnered,67536.0,45,3,11,5,11,8,0,0,403,1829,2,1,44
Graduation,Single,55239.0,59,3,7,5,11,5,0,0,350,779,2,0,43
PhD,Single,60554.0,8,2,8,4,9,6,0,0,324,811,2,0,39
2n Cycle,Single,64831.0,51,8,6,3,5,6,0,0,384,1120,3,0,62
PhD,Partnered,56067.0,51,2,7,4,7,5,0,0,344,725,2,0,52
Graduation,Single,82025.0,76,1,3,2,6,1,0,1,397,1187,1,1,31
Graduation,Partnered,94384.0,62,0,5,8,5,2,0,1,482,2302,1,3,61
Basic,Single,14906.0,86,3,2,1,3,7,0,0,554,66,1,0,28
PhD,Partnered,51563.0,60,1,4,4,10,8,0,0,636,1250,1,2,27
2n Cycle,Partnered,57937.0,56,3,4,4,9,3,0,0,133,683,2,0,32
Graduation,Single,68274.0,83,2,4,2,5,3,0,0,272,305,3,0,35
Graduation,Partnered,39771.0,92,1,2,0,3,4,0,0,205,50,2,0,37
2n Cycle,Single,67893.0,31,2,3,2,9,8,0,0,636,995,2,0,39
PhD,Partnered,27922.0,80,1,2,0,3,4,0,0,50,41,2,0,35
PhD,Partnered,52190.0,39,3,2,1,3,5,0,0,52,77,3,1,38
Master,Single,44051.0,20,4,3,1,4,6,0,1,516,171,3,0,41
PhD,Single,42767.0,53,1,3,1,2,8,0,0,414,131,3,0,43
Master,Partnered,46106.0,84,1,1,1,2,6,0,0,49,54,3,0,38
PhD,Partnered,16927.0,50,5,3,0,4,8,0,0,504,53,3,0,38
Graduation,Partnered,59754.0,96,3,5,2,6,5,0,1,575,475,2,0,49
Graduation,Single,53700.0,94,4,5,5,8,5,0,0,681,694,2,0,62
Graduation,Partnered,59041.0,25,2,2,0,4,5,0,0,53,96,3,0,41
PhD,Single,54237.0,48,4,5,2,5,6,0,0,428,361,2,0,57
Graduation,Single,70647.0,65,2,4,7,13,2,0,0,646,1079,2,0,47
PhD,Single,52597.0,69,3,6,3,8,5,0,0,53,578,2,0,52
Master,Partnered,41021.0,12,2,2,0,3,6,0,1,546,64,2,0,45
PhD,Partnered,40233.0,84,5,2,1,5,6,0,0,258,149,2,0,39
Graduation,Partnered,50183.0,47,7,3,1,6,5,0,0,4,231,3,0,34
Graduation,Partnered,54753.0,87,3,5,2,11,4,0,0,290,728,2,0,55
Graduation,Partnered,92955.0,35,1,6,7,9,2,0,1,314,1778,1,2,41
Graduation,Partnered,33471.0,47,3,3,0,4,7,0,0,625,93,2,0,41
PhD,Partnered,34596.0,48,1,1,0,2,8,0,1,442,23,2,0,40
Graduation,Partnered,44010.0,46,6,10,2,6,9,0,0,624,662,2,0,34
Graduation,Partnered,84219.0,27,1,3,4,10,1,0,0,147,1198,1,0,26
PhD,Partnered,40706.0,37,4,3,0,4,7,0,0,528,81,4,0,46
2n Cycle,Partnered,15716.0,8,3,3,0,4,8,1,0,594,92,2,0,26
2n Cycle,Single,59052.0,29,3,7,1,7,5,0,0,224,491,2,0,55
Master,Partnered,80573.0,85,1,4,6,13,2,0,0,623,1564,1,0,43
Graduation,Partnered,83715.0,2,1,2,8,13,0,0,0,146,926,1,0,52
Master,Partnered,82576.0,66,1,2,4,12,1,0,0,697,1910,1,1,55
Master,Partnered,56962.0,60,7,6,3,5,7,0,0,261,411,4,0,49
Graduation,Partnered,35704.0,54,3,2,0,4,4,0,0,177,94,3,0,62
Graduation,Partnered,53103.0,70,5,10,6,7,7,0,0,290,1085,2,1,60
2n Cycle,Single,46779.0,55,1,0,1,2,4,0,0,352,23,3,0,54
Graduation,Single,4861.0,20,0,0,0,0,14,0,0,7,6,1,0,49
Master,Single,33462.0,78,1,2,0,3,7,0,0,326,54,2,0,35
Graduation,Single,63693.0,63,3,11,6,9,6,0,0,258,1150,2,0,36
Graduation,Partnered,80763.0,17,1,5,11,6,3,0,1,318,1415,1,2,64
PhD,Partnered,65352.0,43,2,4,2,8,4,0,0,312,405,2,0,40
PhD,Partnered,82170.0,13,1,5,6,7,2,0,0,216,1908,1,0,36
Graduation,Partnered,75759.0,46,1,9,7,9,5,0,1,247,2486,1,3,45
2n Cycle,Single,79689.0,65,1,4,9,13,2,0,0,413,1315,1,0,38
PhD,Single,35340.0,1,2,2,0,3,5,0,0,0,45,3,0,58
Graduation,Single,85683.0,6,1,2,4,10,1,0,1,100,1789,1,4,60
2n Cycle,Partnered,24884.0,32,1,0,0,3,7,0,0,577,19,2,0,42
Master,Partnered,42021.0,34,5,10,1,6,9,0,0,667,573,2,1,33
Graduation,Single,64449.0,70,4,5,3,12,4,0,0,131,805,2,0,25
Graduation,Single,64587.0,49,2,1,1,4,3,0,0,7,108,3,0,60
Graduation,Single,34824.0,65,1,1,0,2,6,0,0,95,23,1,0,19
Graduation,Partnered,75437.0,25,1,8,4,10,6,0,0,232,1493,1,1,36
Graduation,Partnered,26091.0,84,3,2,1,3,5,0,0,124,89,3,0,57
Graduation,Partnered,52845.0,7,3,8,8,6,6,0,0,320,936,2,1,41
Graduation,Single,46086.0,34,4,3,1,8,4,0,0,238,343,2,0,58
PhD,Single,78028.0,38,1,6,4,9,7,0,1,657,528,2,2,58
PhD,Single,95169.0,1,1,4,3,4,1,0,1,263,1901,1,2,27
2n Cycle,Partnered,56337.0,25,5,8,5,4,8,0,1,459,724,3,2,33
Graduation,Partnered,22434.0,25,2,2,0,3,8,0,0,501,58,2,0,27
PhD,Partnered,36930.0,50,5,5,2,4,8,0,0,408,297,2,0,60
Graduation,Single,36130.0,46,6,3,8,4,4,0,1,512,488,2,1,60
Master,Partnered,65569.0,96,2,6,5,10,3,0,0,601,859,2,0,61
Graduation,Partnered,83844.0,57,1,4,4,11,1,0,0,413,1574,1,1,62
Graduation,Partnered,19514.0,47,4,3,1,2,8,0,0,154,69,3,1,46
PhD,Single,36736.0,52,1,1,0,2,6,0,0,415,17,3,0,51
Graduation,Partnered,77568.0,30,1,10,2,8,5,0,0,673,2194,2,3,35
PhD,Partnered,49187.0,63,1,1,1,5,2,0,0,169,116,2,0,38
Graduation,Single,30168.0,51,7,6,1,4,9,0,0,479,279,2,0,36
Master,Partnered,34053.0,14,1,3,0,3,8,0,0,657,103,2,0,46
Master,Partnered,38196.0,20,3,2,0,4,5,0,0,72,44,3,0,43
Master,Partnered,59412.0,56,1,4,2,8,3,0,0,71,406,1,0,63
2n Cycle,Partnered,70924.0,41,1,6,6,7,3,0,0,83,1363,1,1,49
Graduation,Partnered,54165.0,72,1,2,1,7,2,0,0,397,236,1,0,45
Graduation,Partnered,32300.0,1,1,1,0,3,8,0,0,542,39,2,0,41
Graduation,Single,20180.0,27,1,2,1,4,7,0,0,494,137,1,0,38
Graduation,Partnered,34961.0,77,3,3,1,3,7,0,0,10,79,2,0,41
PhD,Partnered,28440.0,87,1,2,0,3,8,0,0,357,63,2,0,40
PhD,Partnered,64504.0,81,7,11,3,4,7,0,1,482,1314,4,0,61
Master,Partnered,33564.0,51,1,1,1,3,5,0,0,5,71,2,0,48
Graduation,Partnered,17345.0,79,2,2,1,2,8,0,0,603,58,2,0,36
PhD,Partnered,56320.0,11,3,5,4,9,4,0,0,447,702,2,0,47
Graduation,Single,28647.0,54,1,2,2,2,7,0,1,312,94,2,1,36
Basic,Single,15038.0,93,2,2,1,2,9,0,0,516,80,2,0,27
PhD,Single,32173.0,0,1,1,0,3,4,0,0,332,22,2,0,56
2n Cycle,Partnered,68316.0,54,5,10,7,10,6,0,0,602,1211,2,0,50
Graduation,Partnered,74538.0,21,1,8,8,5,3,0,1,365,1461,1,1,43
Graduation,Single,91700.0,58,1,8,6,5,3,0,1,528,1968,1,0,43
Graduation,Partnered,68695.0,3,1,4,4,7,2,0,0,4,1091,1,0,45
2n Cycle,Partnered,31056.0,99,1,1,0,3,8,0,0,523,55,2,0,37
Graduation,Partnered,79593.0,70,1,5,6,7,2,0,0,48,1366,1,1,41
Graduation,Single,28071.0,65,2,5,1,5,8,0,0,669,313,1,0,34
PhD,Partnered,37334.0,44,4,3,0,4,4,0,0,123,62,3,0,56
Master,Single,46423.0,6,3,2,0,4,7,0,0,284,92,3,0,42
PhD,Partnered,37126.0,9,1,1,2,2,6,0,1,91,72,2,1,43
Graduation,Partnered,47703.0,95,4,6,3,8,5,0,0,396,655,2,0,61
Graduation,Partnered,61180.0,70,2,5,5,6,3,0,0,67,704,2,1,55
Graduation,Partnered,38998.0,92,3,2,0,3,8,1,0,603,54,3,0,60
Graduation,Single,8028.0,62,15,0,1,0,19,0,0,649,178,1,0,23
Graduation,Partnered,76081.0,85,1,4,5,4,2,0,0,37,1033,1,1,52
Graduation,Partnered,34728.0,2,1,1,1,2,6,0,1,334,36,2,0,28
Master,Single,33168.0,0,3,2,1,4,7,0,0,624,122,2,0,49
Master,Partnered,33585.0,91,1,2,0,4,4,0,0,277,122,2,0,48
